Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
02-04-2016,1454544000,2.57,14371,57050,77074402.38,198.0812141,694.2255,11.114,5062,335,1087,16.8,73409019027,3141737,490608958,26562.34375,
02-05-2016,1454630400,2.56,15249,57863,77100960.97,197.3784601,698.6372,11.176,5046,355,1117,16.84,68267066894,3141759,532003821,26558.59375,
02-06-2016,1454716800,2.53,31418,58402,77127306.75,195.1320861,674.6478,10.867,4987,377,1678,17.05,1.31917E+11,3148709,1516518359,26345.78125,
02-07-2016,1454803200,3,14264,58925,77153991.44,231.4619743,693.3343,11.05,5087,334,1026,16.69,81674346130,3141675,456085675,26684.6875,
02-08-2016,1454889600,3.16,14719,59593,77180646.44,243.8908427,723.2448,11.54,5071,344,1034,16.75,80464718771,3141641,449250211,26655,
02-09-2016,1454976000,3.76,15517,60346,77207117.53,290.2987619,699.4473,11.245,5055,319,1032,16.92,1.2451E+11,3141802,459451796,26471.09375,
02-10-2016,1455062400,4.35,17141,61635,77233278.78,335.9647627,718.0474,11.659,4961,360,1106,17.26,1.41417E+11,3141830,490191172,26161.25,
02-11-2016,1455148800,6.38,21440,63947,77259756.59,492.9172471,747.5285,11.994,5019,366,1280,17.02,66426480457,3141718,682060218,26477.8125,
2/13/2016,1455321600,5.22,19327,65365,77286638.16,403.4362512,766.029,12.097,5093,378,1222,16.82,57729244744,3141725,634287258,26881.5625,
02-12-2016,1455235200,5.27,18109,66901,77313140.19,407.4402488,720.7269,11.553,5033,357,1171,16.99,62799761220,3141698,540874146,26502.03125,
2/14/2016,1455408000,5.2,16624,68010,77339469.25,402.1652401,775.2691,12.497,4990,370,1140,17.03,53479540613,3141778,514552660,26329.0625,
2/15/2016,1455494400,5.22,17159,68996,77365694.56,403.8489256,794.6889,12.875,4975,358,1127,17.2,56788416456,3141706,545779880,26225.3125,
2/16/2016,1455580800,4.25,17549,69956,77392140.34,328.9165965,789.694,12.696,5025,349,1128,17.02,55814592783,3141729,589465103,26445.78125,
2/17/2016,1455667200,3.86,19990,70919,77417812.38,298.8327558,770.0884,12.722,4857,373,1265,17.5,54601880947,3143592,724546098,25672.03125,
2/18/2016,1455753600,4.36,16969,71720,77444027.22,337.6559587,750.9481,12.182,4999,327,1109,17.1,54513971078,3141782,538282068,26214.84375,
2/19/2016,1455840000,4.45,18412,73097,77470682.69,344.744538,794.8141,12.651,5033,395,1157,16.91,54608221632,3141756,656406787,26655.46875,
2/20/2016,1455926400,4.37,16714,73761,77497243.47,338.662954,800.292,12.814,5051,345,1046,16.83,53778238540,3141824,499477626,26560.78125,
2/21/2016,1456012800,4.63,17119,75500,77523780.03,358.9351015,808.8832,12.959,5055,338,1051,16.81,54255151037,3141902,507918522,26536.5625,
2/22/2016,1456099200,5.6,18190,76417,77550537.84,434.2830119,844.5991,13.432,5103,330,1090,16.68,59577980579,3142258,554402169,26757.8125,
2/23/2016,1456185600,5.7,18482,77363,77576707.84,442.1872347,849.5091,13.784,4969,356,1117,17,61016867321,3142409,1552859093,26170,
2/24/2016,1456272000,6.23,19540,78179,77603134.72,483.4675293,846.5788,13.623,5029,340,1109,16.89,58177356219,3143956,893246284,26426.875,
2/25/2016,1456358400,5.93,19503,79187,77629958.47,460.3456537,855.9038,13.574,5128,320,1114,16.51,57464169480,3141897,568292172,26823.75,
2/26/2016,1456444800,6.03,21068,80568,77656612.53,468.2693736,881.5024,14.049,5055,366,1289,16.76,54600904591,3143521,961624302,26654.0625,
2/27/2016,1456531200,6.31,18981,81372,77682812.38,490.1785461,896.6538,14.565,4992,327,1102,16.95,54108259575,3141967,532969743,26199.84375,
2/28/2016,1456617600,6.5,19063,82742,77709234.41,505.1100236,915.9603,14.737,5029,341,1091,16.8,54072562583,3141769,524028419,26422.03125,
2/29/2016,1456704000,6.35,20358,84582,77734463.94,493.613846,885.9939,14.937,4820,305,1175,17.47,58416492222,3141964,583141365,25229.53125,
03-01-2016,1456790400,7.59,21778,86447,77760945.03,590.2055728,900.4969,14.453,5052,331,1157,16.58,59690933816,3142423,588897890,26481.09375,
03-02-2016,1456876800,8.7,23562,88628,77787589.25,676.7520265,939.1247,14.99,5086,327,1199,16.58,67322497890,3142665,610077143,26644.21875,
03-03-2016,1456963200,9.35,24837,90921,77813700.5,727.5580997,957.2282,15.599,5014,288,1248,16.71,56545945782,3242101,664818999,26111.25,
03-04-2016,1457049600,9.96,24287,93327,77839585.81,775.2822747,982.6566,16.141,4994,266,1249,16.87,53626100171,4695527,684182604,25885.3125,
03-05-2016,1457136000,11,27115,96435,77866168,856.527848,1030.3311,16.473,5138,266,1314,16.32,47489912177,4709277,823063642,26582.1875,
03-06-2016,1457222400,10.98,27661,99307,77891567.69,855.2494132,1036.7243,17.342,4907,258,1366,17.17,47260765636,4438141,839897699,25399.6875,
03-07-2016,1457308800,9.5,23271,101184,77917553.16,740.216755,1047.5369,17.164,5026,247,1218,16.8,50440843854,3875339,665621532,25985.46875,
03-08-2016,1457395200,9.88,24104,103555,77943376.28,770.0805577,1060.2446,17.492,5017,220,1242,16.76,53596473626,4711522,724565328,25823.125,
03-09-2016,1457481600,11.55,24557,105944,77969119.56,900.5433309,1080.6917,17.867,4989,237,1279,16.81,38089619702,4712467,722145124,25743.28125,
03-10-2016,1457568000,11.11,24814,108347,77995747.06,866.5327499,1124.5588,18.006,5196,200,1222,16.18,30204433047,4712870,688871222,26627.5,
03-11-2016,1457654400,11.25,23124,109835,78022049.56,877.7480576,1152.2742,18.682,5065,264,1211,16.68,29035652694,4712904,646851762,26302.5,
03-12-2016,1457740800,13.25,27887,111755,78048419.72,1034.141561,1215.6928,19.655,5023,321,1385,16.75,29197411911,4712924,802737599,26370.15625,
3/13/2016,1457827200,15,28127,113690,78075670.19,1171.135053,1291.2983,20.15,5186,351,1392,16.08,30820960382,4712904,838358312,27250.46875,
3/14/2016,1457913600,12.5,28528,115840,78102078.16,976.275977,1246.4302,20.066,5108,259,1501,16.53,28509995013,4712957,956222024,26407.96875,
3/15/2016,1458000000,13.09,29273,117680,78133301.75,1022.76492,1295.5505,17.572,5979,391,1318,14.09,26342144976,4713075,903071543,31223.59375,
3/16/2016,1458086400,12.92,27596,119290,78164791.91,1009.889111,1322.2236,17.778,6025,401,1316,14.01,25523949148,4713327,892420435,31490.15625,
3/17/2016,1458172800,11.14,33531,120974,78196816.44,871.1125351,1369.4014,18.039,6082,477,1421,13.82,27708932990,4714210,1028386837,32024.53125,
3/18/2016,1458259200,10.75,31821,122851,78228103.63,840.952114,1354.7364,18.3,5962,434,1403,14.08,26302902480,4713155,944417594,31287.1875,
3/19/2016,1458345600,10.55,34779,124108,78260182.06,825.6449208,1419.6017,18.652,6082,494,1494,13.7,29326753003,4713287,1260165166,32078.4375,
3/20/2016,1458432000,10.06,32447,125636,78291777.22,787.6152788,1450.4615,19.423,6027,425,1446,13.9,26655411712,4713325,1157109905,31595.15625,
3/21/2016,1458518400,11.97,32511,127167,78323160.19,937.5282274,1430.1956,19.269,5994,419,1498,14.01,26198708915,4713399,1109953099,31382.96875,
3/22/2016,1458604800,10.96,32890,128345,78354872.06,858.7693978,1466.4437,19.568,6071,404,1514,13.85,23516912695,4713157,1121742299,31711.875,
3/23/2016,1458691200,12.29,31786,129689,78386166.13,963.3659817,1389.2046,18.766,5974,422,1529,14.04,24515668491,4713319,1225594298,31294.0625,
3/24/2016,1458777600,11.13,36947,130970,78418237.22,872.7949802,1505.2497,19.801,6101,467,1862,13.71,24817035022,4714155,1626133605,32071.09375,
3/25/2016,1458864000,10.69,36762,132066,78450127.06,838.6318583,1574.3074,20.872,6066,451,1621,13.78,28125320881,4713540,1312008358,31889.84375,
3/26/2016,1458950400,11,36646,133107,78482062.38,863.3026861,1620.192,21.414,6095,442,1538,13.72,25100050063,4722269,1332524164,31935.3125,
3/27/2016,1459036800,10.5,29974,134131,78513693.16,824.3937781,1641.9153,21.977,6046,409,1261,13.85,23366025518,4713640,825632165,31630.78125,
3/28/2016,1459123200,11.58,33613,135514,78544999.72,909.5510967,1608.6662,21.768,5999,386,1568,14.05,23293862605,4713570,1184635969,31306.5625,
3/29/2016,1459209600,11.73,33915,137297,78576437.53,921.7016122,1670.8109,22.514,6010,402,1389,13.98,24748798767,4713614,979937403,31437.8125,
3/30/2016,1459296000,11.88,36767,139755,78608138,933.8646794,1712.2136,22.822,6047,435,1572,13.86,29356903690,4713691,1322684855,31700.46875,
3/31/2016,1459382400,11.41,32259,141814,78639526.91,897.277002,1769.0299,23.889,6021,377,1405,13.95,23943731847,4713832,1083408441,31388.90625,
04-01-2016,1459468800,11.63,33320,142900,78671411.59,914.9485168,1789.7099,23.749,6081,430,1493,13.75,23089731009,4713679,1086582845,31884.6875,
04-02-2016,1459555200,11.61,29358,144015,78702492.84,913.7359419,1726.9503,23.52,5936,408,1235,14.12,22939736669,4713890,790470279,31081.25,
04-03-2016,1459641600,11.58,29588,144966,78734222.53,911.7422969,1825.8351,24.296,6035,458,1245,13.91,22705288437,4713803,801995961,31729.6875,
04-04-2016,1459728000,11.1,34907,146172,78766175.66,874.3045498,1909.2179,25.246,6086,448,1502,13.8,23071306359,4713616,1117941655,31953.125,
04-05-2016,1459814400,10.39,39173,147380,78797750.5,818.7086277,1918.4151,25.706,6033,415,1528,13.94,22855001812,4724565,1282980842,31574.84375,
04-06-2016,1459900800,10.79,32078,148499,78829013.16,850.565052,1894.4371,25.667,6004,373,1337,14.07,23774218158,4713800,946603089,31262.65625,
04-07-2016,1459987200,10.08,31893,149643,78860180.5,794.9106194,1812.6601,24.64,5953,403,1404,14.16,22920002717,4713527,957476321,31167.34375,
04-08-2016,1460073600,9.74,34010,150453,78892094.88,768.4090041,1973.1984,26.14,6102,420,1541,13.81,23663537901,4714016,1120960125,31914.375,
04-09-2016,1460160000,9.16,31923,151383,78923008.47,722.9347576,1959.8205,26.843,5933,375,1318,14.12,23374699345,4714039,882969880,30913.59375,
04-10-2016,1460246400,8.8,32237,152608,78954790.19,694.8021537,2036.3026,27.084,6065,431,1281,13.82,23678330657,4713934,843594204,31781.71875,
04-11-2016,1460332800,8.72,30327,153660,78985756.75,688.7557989,1971.8315,27.012,5937,370,1262,14.14,23659454582,4713823,809577184,30966.5625,
04-12-2016,1460419200,7.53,34673,154885,79017139.56,594.9990609,1930.8805,26.095,6015,378,1451,13.91,23059716953,4713621,1025930028,31382.8125,
4/13/2016,1460505600,8.02,36051,156088,79048625.66,633.9699778,2027.4732,27.243,6015,415,1477,13.95,25246911318,4718004,1248480822,31486.09375,
4/14/2016,1460592000,8.48,34781,157073,79080026.75,670.5986268,2040.3898,27.545,6021,379,1406,13.91,25758426765,4718779,1121719747,31401.09375,
4/15/2016,1460678400,8.22,34959,157904,79111760.19,650.2986687,2122.0072,28.307,6059,418,1412,13.86,22848354360,4717797,1056627642,31733.4375,
4/16/2016,1460764800,8.48,30483,158682,79143291.44,671.1351114,2151.0281,28.881,6019,416,1215,13.93,22969314896,4714147,756208802,31531.25,
4/17/2016,1460851200,9.45,40203,159556,79174794.56,748.2018086,2099.2955,28.221,6015,412,1917,13.91,23167419890,4721046,1201820598,31503.125,
4/18/2016,1460937600,8.92,33513,160474,79206654.09,706.5233545,2225.2231,29.524,6055,457,1351,13.79,22692256964,4713144,907032725,31859.53125,
4/19/2016,1461024000,8.77,32622,161308,79237980.66,694.9170904,2224.0597,30.029,5969,430,1317,14,22921917181,4714315,853996868,31326.5625,
4/20/2016,1461110400,8.54,32944,162317,79269812.06,676.964195,2269.7286,30.156,6050,453,1359,13.88,23244541703,4714212,1076546004,31831.40625,
4/21/2016,1461196800,8.15,37181,164290,79301185.97,646.3046656,2289.2977,30.872,5990,417,1504,14,24583057704,4715412,1249597416,31373.90625,
4/22/2016,1461283200,7.83,31678,165351,79332762.69,621.1755318,2218.8202,29.74,6031,415,1291,13.94,23168317793,4714064,920182050,31576.71875,
4/23/2016,1461369600,8.31,31845,166350,79364456.28,659.5186317,2314.4714,30.869,6051,427,1270,13.89,23328772911,4714236,861316279,31693.59375,
4/24/2016,1461456000,8,34046,167428,79395951.28,635.1676103,2281.4876,30.604,5981,460,1433,13.95,22898306186,4714252,1015487149,31495,
4/25/2016,1461542400,7.43,35430,168546,79428088.31,590.1506962,2398.2374,31.524,6104,469,1399,13.7,22894325246,4716436,1078392266,32137.03125,
4/26/2016,1461628800,7.5,32582,169724,79459376.13,595.9453209,2327.7401,31.493,5952,434,1344,14.05,24013247909,4714308,939517922,31287.8125,
4/27/2016,1461715200,7.77,33847,170969,79491251.13,617.6470212,2343.4699,31.083,6062,452,1314,13.87,22769355411,4713917,919149984,31875,
4/28/2016,1461801600,7.3,34343,172060,79522933.63,580.5174155,2398.094,32.024,6030,440,1408,13.88,23151110557,4714138,1012268150,31682.5,
4/29/2016,1461888000,7.51,37332,173151,79554617.22,597.4551753,2445.412,32.661,6030,439,1423,13.88,22517844341,4713590,1063388022,31683.59375,
4/30/2016,1461974400,8.83,45769,179195,79586508.94,702.7488739,2541.0507,33.709,6058,455,1588,13.84,23589420595,4714320,1383313281,31891.71875,
05-01-2016,1462060800,8.76,39578,181732,79617521.75,697.4494905,2519.2786,34.484,5942,370,1681,14.09,24074701211,4713107,1511731587,31012.8125,
05-02-2016,1462147200,10.03,41748,185706,79649433.31,798.8838161,2435.2643,32.281,6080,438,1480,13.86,23735031560,4714088,1177337542,31911.5625,
05-03-2016,1462233600,9.37,37821,187283,79681224.56,746.6130742,2570.8192,34.162,6054,448,1446,13.78,24296239464,4713737,1146450482,31791.25,
05-04-2016,1462320000,9.43,37484,188964,79712683.31,751.6906036,2540.3269,34.166,5980,444,1498,14.04,23683442809,4713920,1201616945,31458.75,
05-05-2016,1462406400,9.79,38707,190554,79744463.31,780.6982958,2548.6649,33.872,6037,464,1486,13.92,24293386757,4715226,1358637069,31780,
05-06-2016,1462492800,9.27,41271,191961,79776200.97,739.525383,2558.802,34.081,6022,465,1625,13.91,23038005218,4715728,1602023916,31737.65625,
05-07-2016,1462579200,9.3,35864,193317,79807774.09,742.2122991,2546.9321,34.085,5988,468,1375,13.97,23118154788,4714065,1015648265,31573.125,
05-08-2016,1462665600,9.44,40063,194961,79839623.31,753.6860441,2596.7218,34.463,6051,459,1530,13.83,23310345000,4714106,1261744195,31849.21875,
05-09-2016,1462752000,9.32,38560,196739,79871424.72,744.4016784,2619.8292,34.883,6044,445,1460,13.96,23021017203,4713748,1179593620,31801.40625,
05-10-2016,1462838400,9.39,40684,198321,79903125.66,750.2903499,2678.5523,35.703,6012,470,1481,13.85,23592720268,4714178,1210893421,31700.9375,
05-11-2016,1462924800,9.97,40811,200962,79934378.78,796.9457564,2576.6882,34.84,5914,476,1559,14.22,23627226077,4714185,1397950926,31253.125,
05-12-2016,1463011200,10.1,45002,204086,79966635.81,807.6630217,2640.5013,34.609,6099,493,1679,13.69,25330807567,4714093,1632935906,32257.03125,
5/13/2016,1463097600,10.48,47737,206863,79998832.53,838.3877649,2813.5085,36.815,6064,539,1674,13.65,28093994639,4713160,1656228527,32196.71875,
5/14/2016,1463184000,10.14,45745,209138,80030500.34,811.5092735,2768.5727,36.846,5958,534,1683,13.93,23703052414,4713397,1537818716,31667.8125,
5/15/2016,1463270400,9.94,43073,211568,80062308.94,795.8193508,2787.9132,37.115,6015,475,1540,13.94,22439773235,4714369,1432831255,31808.59375,
5/16/2016,1463356800,11.04,37424,213318,80093820.5,884.2357783,2782.0494,37.377,5961,470,1491,14.03,22740132145,4713851,1254259751,31511.5625,
5/17/2016,1463443200,12.26,40309,215820,80126012.69,982.3449155,2777.3602,36.463,6071,510,1515,13.74,22852181919,4714319,1284047189,32192.1875,
5/18/2016,1463529600,13.29,46033,220927,80158417.06,1065.305363,2893.0189,37.901,6063,532,1689,13.85,23498384260,4713459,1521937451,32404.375,
5/19/2016,1463616000,14.49,44523,224845,80190320.66,1161.957746,2959.2314,39.517,6011,459,1576,13.96,23539460755,4715213,1452477473,31903.59375,
5/20/2016,1463702400,13.73,45177,230158,80222410.34,1101.453694,3019.804,40.048,6037,478,1677,13.9,23617555647,4713841,1658172149,32089.6875,
5/21/2016,1463788800,13.95,43621,234753,80254249.88,1119.546786,3042.5019,40.655,5981,485,1673,14.02,22932813089,4714608,1615273249,31839.53125,
5/22/2016,1463875200,14.21,38895,237169,80286506.13,1140.871252,3034.0969,40.059,6084,460,1494,13.8,22915048414,4713821,1271624964,32256.25,
5/23/2016,1463961600,13.45,43806,239919,80318586.75,1080.284992,3047.7928,40.332,6013,516,1568,13.91,23047905809,4714337,1325875411,32080.625,
5/24/2016,1464048000,12.62,42911,242437,80350590.03,1014.024446,3097.5979,41.105,6010,501,1528,14,23390787327,4713730,1261981585,32003.28125,
5/25/2016,1464134400,12.53,46443,245842,80382947.06,1007.198327,3126.5085,41.016,6029,557,1670,13.91,23119167836,4713684,1466859954,32357.03125,
5/26/2016,1464220800,12.37,51147,248713,80414991.44,994.7334441,3161.323,41.95,6019,492,1733,13.89,22614164987,4713891,1618046432,32044.375,
5/28/2016,1464393600,11.56,70148,261602,80447310.03,929.970904,3253.1913,42.704,6019,563,2436,13.85,26746665349,4714821,2961437212,32318.59375,
5/27/2016,1464307200,11.11,49006,265876,80479631.75,894.1287087,3175.1154,41.742,6045,527,1727,13.8,23740827315,4714074,1661028547,32321.71875,
5/29/2016,1464480000,12.28,45890,269270,80511604.09,988.6824983,3275.4294,43.619,6001,487,1675,13.91,23677018969,4714194,1627804887,31972.34375,
5/30/2016,1464566400,12.48,42927,271793,80543608.16,1005.18423,3266.9893,43.392,6007,498,1543,13.92,23145863918,4713670,1408071800,32004.0625,
5/31/2016,1464652800,13.85,44386,274614,80575141.13,1115.965705,3226.0808,43.586,5936,459,1594,14.14,22735089093,4714210,1407740921,31532.96875,
06-01-2016,1464739200,13.83,42221,277124,80607285.34,1114.798756,3170.4475,42,6039,483,1562,13.88,22687558792,4713960,1425852805,32144.21875,
06-02-2016,1464825600,13.78,39666,279202,80639467.53,1111.211863,3240.5703,42.903,6072,454,1453,13.86,22831513081,4714600,1156113110,32182.1875,
06-03-2016,1464912000,13.78,39834,281283,80671739.72,1111.656573,3413.4593,44.992,6029,526,1429,13.81,22754854055,4714078,1136334398,32272.1875,
06-04-2016,1464998400,13.66,37875,283172,80703881.28,1102.415018,3396.8318,44.999,6016,506,1409,13.85,22562926511,4715007,1107944429,32141.5625,
06-05-2016,1465084800,13.85,37896,285007,80735464.41,1118.186182,3326.0748,44.881,5963,440,1396,13.99,22634657554,4714409,1076614254,31583.125,
06-06-2016,1465171200,13.96,38957,287195,80767836.28,1127.518994,3441.9709,45.278,6108,460,1426,13.69,23217826841,4714589,1140974452,32371.875,
06-07-2016,1465257600,14.41,46141,293517,80799782.22,1164.324862,3465.5588,46.207,5990,490,1693,13.95,23737534493,4719063,2845963523,31945.9375,
06-08-2016,1465344000,14.44,40433,295834,80832085.19,1167.21531,3478.0667,45.851,6091,463,1437,13.79,23042966451,4714509,1263496163,32302.96875,
06-09-2016,1465430400,14.49,39854,298208,80864311.13,1171.723868,3639.7054,48.158,6092,438,1477,13.75,22658862386,4714373,1294746453,32225.9375,
06-10-2016,1465516800,13.97,40145,300769,80895475.34,1130.109791,3424.0833,46.862,5902,411,1437,14.21,22804128940,4714931,1302395289,31164.21875,
06-11-2016,1465603200,14.01,36901,303280,80927850.81,1133.79919,3555.18,46.817,6114,447,1382,13.68,22375029283,4713180,1248713565,32375.46875,
06-12-2016,1465689600,15.57,42581,306177,80960067.69,1260.548254,3581.6422,47.368,6065,468,1463,13.86,22951154962,4715962,1301471081,32216.875,
6/13/2016,1465776000,17.55,46185,311130,80992291.91,1421.414723,3714.9746,49.146,6084,447,1599,13.85,22759240658,4714085,1682028208,32224.21875,
6/14/2016,1465862400,18.7,50335,315391,81024437.38,1515.156979,3749.449,49.64,6035,491,1713,13.82,22856579441,4714591,1750832772,32145.46875,
6/15/2016,1465948800,18.3,43251,318367,81056304.41,1483.330371,3718.5221,49.734,6007,453,1523,13.91,22714226454,4714394,1386896176,31867.03125,
6/16/2016,1466035200,20.61,43392,323909,81088182.06,1671.227432,3717.1685,49.685,6015,449,1604,13.97,23212696396,4712945,1814513168,31877.65625,
6/17/2016,1466121600,15.49,66558,337984,81121598.47,1256.57356,3864.3682,48.375,5849,1053,2138,14.03,24632069593,4749209,9699231882,33416.40625,
6/18/2016,1466208000,11.36,63083,352687,81155985.66,921.9319971,3764.232,45.685,5889,1230,2044,13.76,24843768913,4714242,13050992504,34387.1875,
6/19/2016,1466294400,12.33,51035,359236,81189181.13,1001.062603,3855.0105,49.439,6222,515,1624,13.43,22736174769,4713312,2537463020,33195.46875,
6/20/2016,1466380800,11.7,47118,364968,81220895.97,950.2844828,3814.1165,51.171,5949,491,1709,14.03,22691090048,4713085,2430847865,31714.84375,
6/21/2016,1466467200,12.71,47323,369392,81252884.41,1032.724161,3755.1058,49.999,5999,490,1629,13.97,25068845210,4713173,2852692046,31988.4375,
6/22/2016,1466553600,13.21,48615,375128,81285555.03,1073.782182,3914.4371,51.004,6139,492,1614,13.65,23017973391,4712996,2305841686,32670.625,
6/24/2016,1466726400,14.25,45331,378933,81317726.91,1158.777608,3987.4979,52.792,6042,484,1638,13.84,22376397200,4713445,1836377741,32171.875,
6/23/2016,1466640000,13.58,41908,382466,81349575.03,1104.727229,3993.7808,53.457,6003,452,1513,14.01,22617185981,4712945,1467850211,31848.125,
6/25/2016,1466812800,14.28,36684,384815,81381260.97,1162.124407,3971.3075,53.446,5998,422,1415,13.98,22497935939,4710953,1301309403,31685.9375,
6/26/2016,1466899200,13.82,41613,387234,81413575.66,1125.135616,4090.5901,53.892,6052,506,1453,13.85,22141167067,4202711,1272219947,32314.6875,
6/27/2016,1466985600,14.04,39663,389903,81445670.5,1143.497214,4165.2564,55.306,6052,455,1410,13.89,22312348466,3143761,1279888878,32094.84375,
6/28/2016,1467072000,12.15,43089,393251,81477831.91,989.9556577,4215.9351,55.833,6067,457,1482,13.8,22584213073,3271202,1469765402,32161.40625,
6/29/2016,1467158400,12.76,49897,396171,81509701.91,1040.063796,4114.6487,54.938,5991,480,1792,14.01,22918582594,4712216,2550844106,31870,
6/30/2016,1467244800,12.4,63952,398289,81541688,1011.116931,4137.6421,54.999,5985,515,2367,13.97,22446491113,4713204,4044720907,31986.09375,
07-01-2016,1467331200,12.23,40085,401254,81574306.28,997.6537658,4235.8486,55.25,6127,497,1380,13.71,22618172634,4712682,2158272351,32618.28125,
07-02-2016,1467417600,12.04,39257,403829,81606222.84,982.538923,4246.5515,56.612,6003,478,1382,13.95,22174765936,4713667,1122621260,31916.5625,
07-03-2016,1467504000,11.85,39757,407099,81638262.53,967.413411,4343.8485,57.749,6045,454,1404,13.91,22438609328,4713560,1427198980,32039.6875,
07-04-2016,1467590400,11.34,39950,409961,81670403.47,926.1423753,4332.1514,57.434,6067,450,1415,13.85,22445903080,4712411,1224175371,32140.9375,
07-05-2016,1467676800,10.45,39270,413875,81701981.28,853.7857044,4335.0033,58.422,5949,462,1470,14.11,22791928270,4711458,1368607917,31577.8125,
07-06-2016,1467763200,10.51,37900,416917,81734336.13,859.0278727,4336.5273,57.054,6088,479,1409,13.75,22376280596,4711333,1382496660,32354.84375,
07-07-2016,1467849600,10.07,40433,420028,81766232.06,823.3859569,4320.9295,57.701,6036,434,1414,13.93,22363551641,4711678,1218807221,31895.9375,
07-08-2016,1467936000,11.3,42506,423126,81798181.59,924.319452,4345.7744,57.863,5996,493,1581,14.01,22368208463,4711337,1841766935,31949.53125,
07-09-2016,1468022400,10.92,40410,427153,81830979.72,893.5942985,4356.4367,56.397,6126,548,1417,13.71,22412574674,4711317,2334633560,32798.125,
07-10-2016,1468108800,10.97,39358,430282,81862945.19,898.0365087,4385.4846,58.464,6046,435,1407,13.92,22296567527,4711269,1282671816,31965.46875,
07-11-2016,1468195200,10.58,38582,432814,81894930.5,866.4483647,4454.888,59.261,6029,466,1421,13.87,22505333819,4711087,1300828006,31985.3125,
07-12-2016,1468281600,10.54,40811,436469,81926691.59,863.5073294,4453.2789,59.737,6006,435,1567,13.99,22440652514,4711258,1519722103,31761.09375,
7/13/2016,1468368000,10.44,35740,439291,81958850.19,855.650396,4517.2296,59.851,6086,435,1357,13.85,22106770557,4710676,1149799735,32158.59375,
7/14/2016,1468454400,11.55,42809,442427,81990660.97,946.9921342,4472.393,59.835,6001,457,1536,13.96,22324847989,4710269,1486527204,31810.78125,
7/15/2016,1468540800,11.88,41110,445925,82022545.66,974.4278424,4402.0765,58.712,5988,490,1457,14.04,22150401292,4709863,1357561838,31884.6875,
7/16/2016,1468627200,11.59,38062,448149,82054716.13,951.0141599,4426.8996,58.591,6081,447,1349,13.78,22453905433,4711033,1093312003,32170.46875,
7/17/2016,1468713600,11.19,33914,449627,82086493.47,918.5478619,4446.0043,59.611,6029,415,1264,13.94,22385907496,4710029,894579244,31777.34375,
7/18/2016,1468800000,11.03,39198,452120,82118991.59,905.7724773,4569.4936,59.774,6109,496,1397,13.69,22194304300,4709453,1183112877,32498.125,
7/19/2016,1468886400,11.63,44184,455066,82150765.5,955.4134028,4514.7929,60.393,5970,489,1502,14,21817375021,4712214,1362771496,31773.90625,
7/20/2016,1468972800,12.54,50631,459828,82182680.34,1030.570812,4425.822,58.929,5946,543,1718,14.05,22553228644,4711461,3608686150,31914.84375,
7/21/2016,1469059200,12.66,44882,463245,82215464.09,1040.847775,4602.5527,59.763,6154,500,1522,13.65,22496025782,4710519,1572084963,32783.75,
7/22/2016,1469145600,14.82,48458,467682,82247154.72,1218.902833,4434.4853,59.596,5957,472,1641,14.08,22388524770,4711014,1736914290,31690.625,
7/23/2016,1469232000,14.4,45006,471467,82279549.72,1184.825516,4619.5511,60.797,6093,472,1496,13.84,22644090502,4710949,1486891308,32395,
7/24/2016,1469318400,12.63,58215,475286,82311025.97,1039.588258,4498.6015,60.912,5937,444,1797,14.16,23334840904,4710831,1623408980,31476.25,
7/25/2016,1469404800,13.84,54856,479819,82343017.53,1139.627363,4353.0916,58.041,6030,450,1737,13.94,23055593809,4711126,1754648808,31991.5625,
7/26/2016,1469491200,12.08,61930,485119,82373795.03,995.075444,4147.0192,57.485,5809,424,1946,14.42,23802114598,4711168,1974011991,30777.5,
7/27/2016,1469577600,13.05,53035,490249,82406732.84,1075.407864,3975.9477,51.387,6175,510,1706,13.79,22886382980,4710791,1714851632,32937.8125,
7/28/2016,1469664000,12.87,48555,493294,82439087.06,1060.99105,4230.6929,55.687,6081,483,1610,14.21,24336775150,4710949,2102090676,32354.21875,
7/29/2016,1469750400,12.87,47243,496589,82471026.44,1061.40211,4137.8516,55.146,5979,504,1598,14.45,22951966479,4711545,2014113080,31939.375,
7/30/2016,1469836800,12.57,42011,498814,82502668.16,1037.058539,4057.8986,54.679,5981,431,1460,14.44,22341575288,4710901,1369798941,31641.71875,
7/31/2016,1469923200,11.86,48749,501305,82534887.69,978.863768,4120.2423,54.483,6029,505,1585,14.33,22551495057,4710794,1351488065,32219.53125,
08-01-2016,1470009600,11.04,45978,503754,82566482.06,911.533962,4033.4068,54.442,5961,440,1561,14.49,22560601997,4711025,1361547316,31594.375,
08-02-2016,1470096000,8.3,49041,507459,82597837.22,685.5620489,3736.2769,50.797,5894,461,1687,14.66,22679744211,4710455,1514488094,31355.15625,
08-03-2016,1470182400,10.42,49475,510443,82629544.88,860.9998576,3614.2588,48.633,5984,437,1665,14.44,22667499175,4710898,1482317473,31707.65625,
